run_id_1,run_id_2,n_common,ari,nmi,variation_of_information,coassignment_jaccard,imputation_1,scaling_1,reduction_1,clustering_1,seed_1,imputation_2,scaling_2,reduction_2,clustering_2,seed_2,same_imputation,same_scaling,same_reduction,same_clustering,same_seed
0,94,1286,0.7098334078988157,0.5732516928925868,0.7644818172916272,0.7782292384196571,mice,quantile,pca70,hierarchical,0,missforest_like,zscore,pca70,kmeans,2,False,False,True,False,False
0,95,1286,0.6927275025111559,0.5632117193342214,0.7943152614719813,0.7623079013429566,mice,quantile,pca70,hierarchical,0,median,quantile,none,consensus,0,False,True,False,False,True
0,96,1286,0.711980997080698,0.5752279094992291,0.7566870327995536,0.7811838071807286,mice,quantile,pca70,hierarchical,0,mice,zscore,pca90,kmeans,1,True,False,False,False,False
0,97,1286,0.004967515454153278,0.08110706302852191,1.6703428388038497,0.392269380196852,mice,quantile,pca70,hierarchical,0,knn,quantile,ica,hierarchical,3,False,True,False,True,False
0,98,1286,0.03196388018058284,0.02261535201386871,1.8506714168356961,0.3777928580656107,mice,quantile,pca70,hierarchical,0,missforest_like,robust,pca80,gmm,2,False,False,False,False,False
0,99,885,0.06792624633787782,0.022649911053293968,1.5261467472380479,0.48788949928622094,mice,quantile,pca70,hierarchical,0,complete_case,zscore,pca70,gmm,4,False,False,True,False,False
0,100,885,-0.0080866325746581,0.0004969005976916097,1.6335524492218945,0.4395149311373332,mice,quantile,pca70,hierarchical,0,complete_case,robust,pca80,consensus,0,False,False,False,False,True
0,101,1286,0.6873703400488219,0.556428165620306,0.805976604230735,0.7589171509837622,mice,quantile,pca70,hierarchical,0,mice,quantile,none,kmeans,4,True,True,False,False,False
0,102,1286,0.01793501716029633,0.003313644241988956,1.2128574538071972,0.5388835947854995,mice,quantile,pca70,hierarchical,0,knn,robust,pca70,hierarchical,3,False,False,True,True,False
0,103,1286,0.554189001609667,0.4154515951085178,1.0570781887719356,0.6748502381290044,mice,quantile,pca70,hierarchical,0,missforest_like,zscore,ica,consensus,2,False,False,False,False,False
0,104,1286,-0.005467105660411474,0.00018510086748894277,1.5524620659656407,0.46362587478461287,mice,quantile,pca70,hierarchical,0,median,robust,pca90,consensus,1,False,False,False,False,False
0,105,1286,-0.05677834181499838,0.06616177077404421,1.194557221117407,0.5017869317207994,mice,quantile,pca70,hierarchical,0,knn,quantile,pca80,gmm,1,False,True,False,False,False
0,106,1286,0.599406241937213,0.46178247675430995,0.9320465492981087,0.7172200709593614,mice,quantile,pca70,hierarchical,0,median,quantile,pca70,hierarchical,2,False,True,True,True,False
0,107,1286,0.6039028301843721,0.46102217087336306,0.9660086338696572,0.7088768605733551,mice,quantile,pca70,hierarchical,0,missforest_like,zscore,ica,kmeans,3,False,False,False,False,False
0,108,885,0.6499643865612554,0.5427031158112557,0.8545877605934011,0.7245446885734655,mice,quantile,pca70,hierarchical,0,complete_case,quantile,none,kmeans,0,False,True,False,False,True
0,109,1286,0.4185862765734081,0.3255804889129908,1.0693099702261228,0.6442948389231539,mice,quantile,pca70,hierarchical,0,mice,zscore,pca90,hierarchical,4,True,False,False,True,False
0,110,885,-0.0080866325746581,0.0004969005976916097,1.6335524492218945,0.4395149311373332,mice,quantile,pca70,hierarchical,0,complete_case,robust,pca70,consensus,2,False,False,True,False,False
0,111,1286,0.06334761003156977,0.020713259285425244,1.7162710359611075,0.4378497718319573,mice,quantile,pca70,hierarchical,0,mice,robust,pca80,gmm,0,True,False,False,False,True
0,112,1286,0.654781482949061,0.5333849063770301,0.856200237263184,0.7338409862034979,mice,quantile,pca70,hierarchical,0,missforest_like,quantile,pca90,kmeans,3,False,True,False,False,False
0,113,1286,0.6812542100883235,0.5440126319518284,0.8219696868628396,0.7571830531190227,mice,quantile,pca70,hierarchical,0,knn,zscore,none,consensus,1,False,False,False,False,False
0,114,1286,-0.001048754824190314,8.52864265883176e-06,1.2261707029490327,0.5305799677576557,mice,quantile,pca70,hierarchical,0,median,robust,ica,hierarchical,4,False,False,False,True,False
0,115,1286,-0.05677834181499838,0.06616177077404421,1.194557221117407,0.5017869317207994,mice,quantile,pca70,hierarchical,0,missforest_like,quantile,ica,gmm,3,False,True,False,False,False
0,116,1286,0.6916038874707486,0.5544404442089333,0.8016686880061202,0.7646797646797647,mice,quantile,pca70,hierarchical,0,knn,zscore,pca80,consensus,0,False,False,False,False,True
0,117,885,0.030139490272787745,0.007447019646236981,1.32662410512011,0.5180259138954195,mice,quantile,pca70,hierarchical,0,complete_case,robust,pca90,gmm,4,False,False,False,False,False
0,118,1286,0.6925492551415258,0.5613482196862782,0.7963626216952673,0.76268851824517,mice,quantile,pca70,hierarchical,0,median,quantile,pca70,kmeans,1,False,True,True,False,False
0,119,1286,0.34806090317842936,0.24414963628216088,1.3950941789396774,0.5474862893909657,mice,quantile,pca70,hierarchical,0,mice,quantile,none,hierarchical,2,True,True,False,True,False
