analysis_id,coassignment_robustness_score,coassignment_robustness_ci_low,coassignment_robustness_ci_high,coassignment_entropy,coassignment_certainty,n_valid_pipeline_assignments,n_valid_pipelines_total,assignment_coverage,n_consensus_neighbors,mean_posterior_uncertainty,median_posterior_uncertainty,n_probabilistic_runs,robustness_quartile
0a7114a9e69c,0.5897291080202084,0.538079122171611,0.6336178508837764,0.9414057829314859,0.05859421706851409,92,116,0.7931034482758621,1154,0.19256017702817496,0.1303725654977576,48,Q2
0a7283b6b7e1,0.5294959907051019,0.513588708400103,0.5429984518703408,0.873030470671515,0.12696952932848504,116,116,1.0,717,0.1929778796584391,0.12602570154423964,60,Q1_low
0a9f2b1eb270,0.7306662299537182,0.6882144041747857,0.770281442927682,0.7269587418257598,0.2730412581742402,116,116,1.0,926,0.22993882184481276,0.1360776392555722,60,Q3
0ac16ba94eb4,0.583784863062504,0.5323145412562037,0.6341265067160042,0.8191089837645423,0.18089101623545767,92,116,0.7931034482758621,458,0.17898484144636176,0.12804926974154765,48,Q2
0ace4e865f56,0.5926268066627409,0.5423797643955676,0.6396397465063149,0.9486672760875884,0.051332723912411615,92,116,0.7931034482758621,1166,0.18792174613976445,0.1298869935936654,48,Q2
0b165217635b,0.7618970841288364,0.7314389548319267,0.7909535899817276,0.6450853643337322,0.3549146356662678,116,116,1.0,928,0.2005398234499043,0.1298869935936654,60,Q3
0b5cec9b5751,0.5819460202628615,0.5218751883831877,0.636732526081138,0.7942773367874296,0.20572266321257038,92,116,0.7931034482758621,410,0.20077965738752265,0.13289004249752828,48,Q2
0ba969ac9961,0.7744311437073028,0.7504658129478066,0.7953651687514026,0.5923667533359186,0.4076332466640814,116,116,1.0,959,0.1743860120237027,0.0851923201770317,60,Q4_high
0bbeab764f8a,0.5935029286168678,0.5398826511166748,0.6489607745927339,0.7945716032524496,0.20542839674755042,92,116,0.7931034482758621,420,0.18522733844549885,0.12926277969986766,48,Q2
0c4f77064093,0.5307179633851339,0.4854421298532523,0.5831687262850066,0.888203213226694,0.11179678677330596,116,116,1.0,462,0.19055322399497046,0.125,60,Q1_low
0c6c5fad0d0b,0.5876614990221946,0.5433789668321726,0.6340338782269686,0.9607945130487714,0.03920548695122861,92,116,0.7931034482758621,1236,0.21863128388677847,0.13872849757459466,48,Q2
0cee85116a1e,0.7105171746869937,0.651426201704642,0.762111038623287,0.7670673786180674,0.2329326213819326,92,116,0.7931034482758621,912,0.2070585571408575,0.1331605294190138,48,Q2
0cf4692017e3,0.5789498426435262,0.5264769177453003,0.6344818628159969,0.8401945773955337,0.15980542260446629,92,116,0.7931034482758621,451,0.2116391520561782,0.1303725654977576,48,Q2
0d0aa1a4cef1,0.5756852828278182,0.5097994218520124,0.6335962902276275,0.9042277268004372,0.09577227319956283,116,116,1.0,887,0.17914249125183362,0.125,60,Q1_low
0dd65f844067,0.772556668118121,0.7442194957879011,0.7983583850412217,0.6039438597187862,0.39605614028121383,116,116,1.0,945,0.17668674980886612,0.125,60,Q4_high
0e1abd4eb214,0.7555004610380641,0.7102619608018375,0.794459320585254,0.6444399784457142,0.3555600215542858,92,116,0.7931034482758621,908,0.16825322988405178,0.12602570154423964,48,Q3
0eabce91b99c,0.7788628556543445,0.746768446546761,0.8115499057889001,0.6112362725786096,0.3887637274213904,92,116,0.7931034482758621,935,0.17998090732442174,0.12804926974154765,48,Q4_high
0ebcdab084a2,0.7244532138639544,0.6787718629994979,0.763017781747991,0.7307709673944938,0.26922903260550624,116,116,1.0,929,0.24099546541272374,0.1360776392555722,60,Q3
0ee80f141ba8,0.5834251436402128,0.539159581702652,0.6347030223319161,0.8272865394738482,0.17271346052615177,92,116,0.7931034482758621,453,0.19916864593823058,0.1298869935936654,48,Q2
0ee9141e57f1,0.7513641152528956,0.7026461654943518,0.7930684331361023,0.6924694925477719,0.3075305074522281,92,116,0.7931034482758621,917,0.21507629340196002,0.13872849757459466,48,Q3
0ef8cb7d5d52,0.5668355460744647,0.5107121976911515,0.6220770287385093,0.788849667324003,0.21115033267599703,116,116,1.0,408,0.18007176886090964,0.12602570154423964,60,Q1_low
