feature_removed,pipeline,seed,n_common,valid_solution,min_cluster_fraction,ari_after_removal,destabilization
LDL,median-zscore-pca80-gmm,4,1286,True,0.3856920684292379,0.7514875840350642,0.12425620798246789
LDL,median-robust-pca80-gmm,0,1286,True,0.3973561430793157,0.981376179961239,0.009311910019380476
LDL,median-robust-pca80-gmm,1,1286,True,0.3973561430793157,0.981376179961239,0.009311910019380476
LDL,median-robust-pca80-gmm,2,1286,True,0.3973561430793157,0.981376179961239,0.009311910019380476
LDL,median-robust-pca80-gmm,3,1286,True,0.3973561430793157,0.981376179961239,0.009311910019380476
LDL,median-robust-pca80-gmm,4,1286,True,0.3965785381026439,0.9782885710002042,0.010855714499897917
LDL,median-zscore-none-kmeans,0,1286,True,0.3001555209953344,0.8852103304289739,0.05739483478551305
LDL,median-zscore-none-kmeans,1,1286,True,0.3048211508553655,0.87632716954384,0.06183641522807998
LDL,median-zscore-none-kmeans,2,1286,True,0.3001555209953344,0.8821782238032315,0.05891088809838424
LDL,median-zscore-none-kmeans,3,1286,True,0.3001555209953344,0.8821782238032315,0.05891088809838424
LDL,median-zscore-none-kmeans,4,1286,True,0.3024883359253499,0.8822271112478532,0.05888644437607338
HDL,median-zscore-pca80-gmm,0,1286,True,0.3452566096423017,0.8401458332563403,0.07992708337182985
HDL,median-zscore-pca80-gmm,1,1286,True,0.3452566096423017,0.8401458332563403,0.07992708337182985
HDL,median-zscore-pca80-gmm,2,1286,True,0.3429237947122862,0.8372090787544345,0.08139546062278274
HDL,median-zscore-pca80-gmm,3,1286,True,0.3452566096423017,0.8401458332563403,0.07992708337182985
HDL,median-zscore-pca80-gmm,4,1286,True,0.3452566096423017,0.8401458332563403,0.07992708337182985
HDL,median-robust-pca80-gmm,0,1286,True,0.3942457231726283,0.9752042038833757,0.012397898058312151
HDL,median-robust-pca80-gmm,1,1286,True,0.3942457231726283,0.9752042038833757,0.012397898058312151
HDL,median-robust-pca80-gmm,2,1286,True,0.39502332814930013,0.9782873294158698,0.010856335292065089
HDL,median-robust-pca80-gmm,3,1286,True,0.3942457231726283,0.9752042038833757,0.012397898058312151
HDL,median-robust-pca80-gmm,4,1286,True,0.3942457231726283,0.9752042038833757,0.012397898058312151
HDL,median-zscore-none-kmeans,0,1286,True,0.3164852255054432,0.8707527778177341,0.06462361109113296
HDL,median-zscore-none-kmeans,1,1286,True,0.3164852255054432,0.8677591641568927,0.06612041792155365
HDL,median-zscore-none-kmeans,2,1286,True,0.3164852255054432,0.8677591641568927,0.06612041792155365
HDL,median-zscore-none-kmeans,3,1286,True,0.3164852255054432,0.8677591641568927,0.06612041792155365
HDL,median-zscore-none-kmeans,4,1286,True,0.3157076205287714,0.8677111835292488,0.0661444082353756
TG,median-zscore-pca80-gmm,0,1286,True,0.3468118195956454,0.8810612223574837,0.05946938882125813
TG,median-zscore-pca80-gmm,1,1286,True,0.3468118195956454,0.8810612223574837,0.05946938882125813
TG,median-zscore-pca80-gmm,2,1286,True,0.3468118195956454,0.8810612223574837,0.05946938882125813
TG,median-zscore-pca80-gmm,3,1286,True,0.3468118195956454,0.8810612223574837,0.05946938882125813
TG,median-zscore-pca80-gmm,4,1286,True,0.3468118195956454,0.8810612223574837,0.05946938882125813
TG,median-robust-pca80-gmm,0,1286,True,0.39580093312597203,0.987564014367952,0.006217992816023976
TG,median-robust-pca80-gmm,1,1286,True,0.39580093312597203,0.987564014367952,0.006217992816023976
TG,median-robust-pca80-gmm,2,1286,True,0.39580093312597203,0.987564014367952,0.006217992816023976
TG,median-robust-pca80-gmm,3,1286,True,0.39580093312597203,0.987564014367952,0.006217992816023976
TG,median-robust-pca80-gmm,4,1286,True,0.39580093312597203,0.987564014367952,0.006217992816023976
TG,median-zscore-none-kmeans,0,1286,True,0.3094867807153966,0.7805772925307951,0.10971135373460245
TG,median-zscore-none-kmeans,1,1286,True,0.3094867807153966,0.7777137181349029,0.11114314093254857
TG,median-zscore-none-kmeans,2,1286,True,0.31026438569206843,0.7805796334694153,0.10971018326529236
TG,median-zscore-none-kmeans,3,1286,True,0.3094867807153966,0.7777137181349029,0.11114314093254857
TG,median-zscore-none-kmeans,4,1286,True,0.3118195956454121,0.7721746979902084,0.11391265100489578
WBC,median-zscore-pca80-gmm,0,1286,True,0.3499222395023328,0.8344874965100282,0.08275625174498591
WBC,median-zscore-pca80-gmm,1,1286,True,0.3499222395023328,0.8344874965100282,0.08275625174498591
WBC,median-zscore-pca80-gmm,2,1286,True,0.3499222395023328,0.8344874965100282,0.08275625174498591
WBC,median-zscore-pca80-gmm,3,1286,True,0.3499222395023328,0.8344874965100282,0.08275625174498591
WBC,median-zscore-pca80-gmm,4,1286,True,0.3499222395023328,0.8344874965100282,0.08275625174498591
WBC,median-robust-pca80-gmm,0,1286,True,0.4082426127527216,0.8909167842240476,0.054541607887976185
WBC,median-robust-pca80-gmm,1,1286,True,0.4082426127527216,0.8909167842240476,0.054541607887976185
WBC,median-robust-pca80-gmm,2,1286,True,0.4082426127527216,0.8909167842240476,0.054541607887976185
WBC,median-robust-pca80-gmm,3,1286,True,0.4082426127527216,0.8909167842240476,0.054541607887976185
WBC,median-robust-pca80-gmm,4,1286,True,0.4082426127527216,0.8909167842240476,0.054541607887976185
WBC,median-zscore-none-kmeans,0,1286,True,0.3048211508553655,0.8793456997629965,0.06032715011850176
WBC,median-zscore-none-kmeans,1,1286,True,0.3048211508553655,0.8823222248885849,0.05883888755570754
WBC,median-zscore-none-kmeans,2,1286,True,0.3048211508553655,0.8823222248885849,0.05883888755570754
WBC,median-zscore-none-kmeans,3,1286,True,0.30404354587869364,0.8853040632569732,0.0573479683715134
WBC,median-zscore-none-kmeans,4,1286,True,0.30404354587869364,0.8882925988816843,0.05585370055915784
NEUT,median-zscore-pca80-gmm,0,1286,True,0.31259720062208396,0.8509893906738908,0.0745053046630546
NEUT,median-zscore-pca80-gmm,1,1286,True,0.30870917573872475,0.8363401535982126,0.08182992320089372
NEUT,median-zscore-pca80-gmm,2,1286,True,0.31259720062208396,0.8509893906738908,0.0745053046630546
NEUT,median-zscore-pca80-gmm,3,1286,True,0.31259720062208396,0.8509893906738908,0.0745053046630546
NEUT,median-zscore-pca80-gmm,4,1286,True,0.30870917573872475,0.8363401535982126,0.08182992320089372
NEUT,median-robust-pca80-gmm,0,1286,True,0.39813374805598756,0.8938253799342163,0.053087310032891855
NEUT,median-robust-pca80-gmm,1,1286,True,0.39813374805598756,0.8938253799342163,0.053087310032891855
NEUT,median-robust-pca80-gmm,2,1286,True,0.39813374805598756,0.8938253799342163,0.053087310032891855
NEUT,median-robust-pca80-gmm,3,1286,True,0.39813374805598756,0.8938253799342163,0.053087310032891855
NEUT,median-robust-pca80-gmm,4,1286,True,0.39813374805598756,0.8938253799342163,0.053087310032891855
NEUT,median-zscore-none-kmeans,0,1286,True,0.291601866251944,0.8879656444386039,0.056017177780698035
NEUT,median-zscore-none-kmeans,1,1286,True,0.2939346811819596,0.8819803578199547,0.059009821090022674
NEUT,median-zscore-none-kmeans,2,1286,True,0.2978227060653188,0.8731030731882266,0.06344846340588672
NEUT,median-zscore-none-kmeans,3,1286,True,0.2939346811819596,0.8819803578199547,0.059009821090022674
NEUT,median-zscore-none-kmeans,4,1286,True,0.2939346811819596,0.8849689201447019,0.05751553992764907
LYMPH,median-zscore-pca80-gmm,0,1286,True,0.3157076205287714,0.8278712141512277,0.08606439292438617
LYMPH,median-zscore-pca80-gmm,1,1286,True,0.3157076205287714,0.8278712141512277,0.08606439292438617
LYMPH,median-zscore-pca80-gmm,2,1286,True,0.3157076205287714,0.8278712141512277,0.08606439292438617
LYMPH,median-zscore-pca80-gmm,3,1286,True,0.3157076205287714,0.8278712141512277,0.08606439292438617
LYMPH,median-zscore-pca80-gmm,4,1286,True,0.3157076205287714,0.8278712141512277,0.08606439292438617
LYMPH,median-robust-pca80-gmm,0,1286,True,0.3942457231726283,0.9507188402689939,0.024640579865503054
LYMPH,median-robust-pca80-gmm,1,1286,True,0.3942457231726283,0.9507188402689939,0.024640579865503054
LYMPH,median-robust-pca80-gmm,2,1286,True,0.3942457231726283,0.9507188402689939,0.024640579865503054
LYMPH,median-robust-pca80-gmm,3,1286,True,0.3942457231726283,0.9507188402689939,0.024640579865503054
LYMPH,median-robust-pca80-gmm,4,1286,True,0.3942457231726283,0.9507188402689939,0.024640579865503054
LYMPH,median-zscore-none-kmeans,0,1286,True,0.3001555209953344,0.9464142656469879,0.02679286717650603
LYMPH,median-zscore-none-kmeans,1,1286,True,0.29937791601866254,0.946392231376291,0.026803884311854487
LYMPH,median-zscore-none-kmeans,2,1286,True,0.3001555209953344,0.949516310468996,0.02524184476550201
LYMPH,median-zscore-none-kmeans,3,1286,True,0.3001555209953344,0.949516310468996,0.02524184476550201
LYMPH,median-zscore-none-kmeans,4,1286,True,0.29937791601866254,0.9494954263493823,0.025252286825308834
PLT,median-zscore-pca80-gmm,0,1286,True,0.3654743390357698,0.8348128692643558,0.08259356536782209
PLT,median-zscore-pca80-gmm,1,1286,True,0.3654743390357698,0.8348128692643558,0.08259356536782209
PLT,median-zscore-pca80-gmm,2,1286,True,0.3654743390357698,0.8348128692643558,0.08259356536782209
PLT,median-zscore-pca80-gmm,3,1286,True,0.3654743390357698,0.8348128692643558,0.08259356536782209
PLT,median-zscore-pca80-gmm,4,1286,True,0.3654743390357698,0.8348128692643558,0.08259356536782209
PLT,median-robust-pca80-gmm,0,1286,True,0.4020217729393468,0.9568231475858785,0.02158842620706075
PLT,median-robust-pca80-gmm,1,1286,True,0.4020217729393468,0.9568231475858785,0.02158842620706075
PLT,median-robust-pca80-gmm,2,1286,True,0.4020217729393468,0.9568231475858785,0.02158842620706075
PLT,median-robust-pca80-gmm,3,1286,True,0.4020217729393468,0.9568231475858785,0.02158842620706075
PLT,median-robust-pca80-gmm,4,1286,True,0.4020217729393468,0.9568231475858785,0.02158842620706075
PLT,median-zscore-none-kmeans,0,1286,True,0.307153965785381,0.9249027915820646,0.03754860420896772
PLT,median-zscore-none-kmeans,1,1286,True,0.30793157076205285,0.924903429144692,0.03754828542765398
PLT,median-zscore-none-kmeans,2,1286,True,0.307153965785381,0.9279611390362749,0.03601943048186257
PLT,median-zscore-none-kmeans,3,1286,True,0.307153965785381,0.9279611390362749,0.03601943048186257
PLT,median-zscore-none-kmeans,4,1286,True,0.30404354587869364,0.930969790882264,0.034515104558868026
RDW,median-zscore-pca80-gmm,0,1286,True,0.3203732503888025,0.8051384821237552,0.09743075893812242
RDW,median-zscore-pca80-gmm,1,1286,True,0.32115085536547433,0.8080031359581039,0.09599843202094804
RDW,median-zscore-pca80-gmm,2,1286,True,0.3188180404354588,0.8107774015068977,0.09461129924655115
RDW,median-zscore-pca80-gmm,3,1286,True,0.3203732503888025,0.8051384821237552,0.09743075893812242
RDW,median-zscore-pca80-gmm,4,1286,True,0.3203732503888025,0.8051384821237552,0.09743075893812242
RDW,median-robust-pca80-gmm,0,1286,True,0.37169517884914466,0.8819426764884379,0.05902866175578103
RDW,median-robust-pca80-gmm,1,1286,True,0.37169517884914466,0.8819426764884379,0.05902866175578103
RDW,median-robust-pca80-gmm,2,1286,True,0.37169517884914466,0.8819426764884379,0.05902866175578103
RDW,median-robust-pca80-gmm,3,1286,True,0.37169517884914466,0.8819426764884379,0.05902866175578103
RDW,median-robust-pca80-gmm,4,1286,True,0.37169517884914466,0.8819426764884379,0.05902866175578103
RDW,median-zscore-none-kmeans,0,1286,True,0.307153965785381,0.9683623752174836,0.015818812391258208
RDW,median-zscore-none-kmeans,1,1286,True,0.31026438569206843,0.9527578031608985,0.023621098419550735
RDW,median-zscore-none-kmeans,2,1286,True,0.30793157076205285,0.9620946785777883,0.01895266071110585
RDW,median-zscore-none-kmeans,3,1286,True,0.307153965785381,0.9652192837957849,0.01739035810210754
RDW,median-zscore-none-kmeans,4,1286,True,0.3094867807153966,0.9527397656218468,0.023630117189076594
MPV,median-zscore-pca80-gmm,0,1286,True,0.2892690513219285,0.7757844551459159,0.11210777242704206
MPV,median-zscore-pca80-gmm,1,1286,True,0.2892690513219285,0.7757844551459159,0.11210777242704206
MPV,median-zscore-pca80-gmm,2,1286,True,0.2892690513219285,0.7757844551459159,0.11210777242704206
MPV,median-zscore-pca80-gmm,3,1286,True,0.2892690513219285,0.7757844551459159,0.11210777242704206
MPV,median-zscore-pca80-gmm,4,1286,True,0.2892690513219285,0.7757844551459159,0.11210777242704206
MPV,median-robust-pca80-gmm,0,1286,True,0.3989113530326594,0.9690590286198758,0.015470485690062097
MPV,median-robust-pca80-gmm,1,1286,True,0.3989113530326594,0.9690590286198758,0.015470485690062097
MPV,median-robust-pca80-gmm,2,1286,True,0.3989113530326594,0.9690590286198758,0.015470485690062097
MPV,median-robust-pca80-gmm,3,1286,True,0.3989113530326594,0.9690590286198758,0.015470485690062097
MPV,median-robust-pca80-gmm,4,1286,True,0.3989113530326594,0.9690590286198758,0.015470485690062097
MPV,median-zscore-none-kmeans,0,1286,True,0.29937791601866254,0.9936199695370566,0.003190015231471721
MPV,median-zscore-none-kmeans,1,1286,True,0.29937791601866254,0.9968068426884779,0.0015965786557610717
MPV,median-zscore-none-kmeans,2,1286,True,0.29937791601866254,0.9968068426884779,0.0015965786557610717
MPV,median-zscore-none-kmeans,3,1286,True,0.29937791601866254,0.9968068426884779,0.0015965786557610717
MPV,median-zscore-none-kmeans,4,1286,True,0.29937791601866254,0.9936173353772251,0.0031913323113874625
