feature_removed,pipeline,seed,n_common,valid_solution,min_cluster_fraction,ari_after_removal,destabilization
INS0,median-zscore-pca80-gmm,1,1286,True,0.32892690513219286,0.9379161174699704,0.031041941265014805
INS0,median-zscore-pca80-gmm,2,1286,True,0.33514774494556765,0.9379739732416839,0.031013013379158072
INS0,median-zscore-pca80-gmm,3,1286,True,0.33359253499222397,0.9440755392550487,0.027962230372475638
INS0,median-zscore-pca80-gmm,4,1286,True,0.33359253499222397,0.9440755392550487,0.027962230372475638
INS0,median-robust-pca80-gmm,0,1286,True,0.3942457231726283,0.9629227180134045,0.018538640993297772
INS0,median-robust-pca80-gmm,1,1286,True,0.3942457231726283,0.9629227180134045,0.018538640993297772
INS0,median-robust-pca80-gmm,2,1286,True,0.3942457231726283,0.9629227180134045,0.018538640993297772
INS0,median-robust-pca80-gmm,3,1286,True,0.3942457231726283,0.9629227180134045,0.018538640993297772
INS0,median-robust-pca80-gmm,4,1286,True,0.3942457231726283,0.9629227180134045,0.018538640993297772
INS0,median-zscore-none-kmeans,0,1286,True,0.3265940902021773,0.7758543663702977,0.11207281681485115
INS0,median-zscore-none-kmeans,1,1286,True,0.3265940902021773,0.7730186822344772,0.11349065888276139
INS0,median-zscore-none-kmeans,2,1286,True,0.3250388802488336,0.7785474297866798,0.1107262851066601
INS0,median-zscore-none-kmeans,3,1286,True,0.3250388802488336,0.7785474297866798,0.1107262851066601
INS0,median-zscore-none-kmeans,4,1286,True,0.3265940902021773,0.7701869340232042,0.11490653298839792
TCHOL,median-zscore-pca80-gmm,0,1286,True,0.3475894245723173,0.8201178015208562,0.08994109923957189
TCHOL,median-zscore-pca80-gmm,1,1286,True,0.3475894245723173,0.8201178015208562,0.08994109923957189
TCHOL,median-zscore-pca80-gmm,2,1286,True,0.3468118195956454,0.8229528318245908,0.08852358408770461
TCHOL,median-zscore-pca80-gmm,3,1286,True,0.3475894245723173,0.8201178015208562,0.08994109923957189
TCHOL,median-zscore-pca80-gmm,4,1286,True,0.3475894245723173,0.8201178015208562,0.08994109923957189
TCHOL,median-robust-pca80-gmm,0,1286,True,0.39813374805598756,0.9721305262437809,0.013934736878109533
TCHOL,median-robust-pca80-gmm,1,1286,True,0.39813374805598756,0.9721305262437809,0.013934736878109533
TCHOL,median-robust-pca80-gmm,2,1286,True,0.39813374805598756,0.9721305262437809,0.013934736878109533
TCHOL,median-robust-pca80-gmm,3,1286,True,0.39813374805598756,0.9721305262437809,0.013934736878109533
TCHOL,median-robust-pca80-gmm,4,1286,True,0.39813374805598756,0.9721305262437809,0.013934736878109533
TCHOL,median-zscore-none-kmeans,0,1286,True,0.30326594090202175,0.927903013840741,0.036048493079629484
TCHOL,median-zscore-none-kmeans,1,1286,True,0.30326594090202175,0.9248130554222083,0.03759347228889587
TCHOL,median-zscore-none-kmeans,2,1286,True,0.30326594090202175,0.9248130554222083,0.03759347228889587
TCHOL,median-zscore-none-kmeans,3,1286,True,0.30326594090202175,0.9248130554222083,0.03759347228889587
TCHOL,median-zscore-none-kmeans,4,1286,True,0.30326594090202175,0.921726779938698,0.039136610030651
LDL,median-zscore-pca80-gmm,0,1286,True,0.3856920684292379,0.7514875840350642,0.12425620798246789
LDL,median-zscore-pca80-gmm,1,1286,True,0.3856920684292379,0.7514875840350642,0.12425620798246789
LDL,median-zscore-pca80-gmm,2,1286,True,0.3856920684292379,0.7514875840350642,0.12425620798246789
LDL,median-zscore-pca80-gmm,3,1286,True,0.3856920684292379,0.7514875840350642,0.12425620798246789
